ID	DOCULECT	CONCEPT	FORM	TOKENS	ATTESTED	ANCESTOR	RELATION	PROCESS	COGID	ROOT	STEM	ALIGNMENT	WORD_CLASS	INFLECTION_CLASS	CASE	GENDER	QUESTIONMARK	SQUAREBRACKET	UNSURE	NOTES
486	Latin	blinder Zufall	fort-	f ɔ ɾ t	0	478	inheritance	inheritance	0	bʰer	1		substantive			feminine				
487	Latin	blinder Zufall	fors	f ɔ ɾ s	1	486	inflection	n.sg.	82	bʰer	0	f ɔ ɾ - - s	substantive		n.sg.	feminine				
488	Latin	von ungefähr, zufällig	forte-	f ɔ ɾ t ɛ	0	486	reanalysis	reanalysis of the ab.sg.	0	bʰer	1		adverb							
489	Latin	von ungefähr, zufällig	forte	f ɔ ɾ t ɛ	1	488	inflection	uninflectable word form	0	bʰer	0	f ɔ ɾ t ɛ	adverb							
490	Latin	diebischerweise, heimlich	furtim-	f ʊ ɾ t ɪ m	0	492	analogy	analogy: 366	0	bʰer	1		adverb				?		?	
491	Latin	diebischerweise, heimlich	furtim	f ʊ ɾ t ɪ m	1	490	inflection	uninflectable word form	0	bʰer	0	f ʊ ɾ t ɪ m	adverb				?		?	
492	Latin	diebischerweise, heimlich	fortim-	f ɔ ɾ t ɪ m	0	486	reanalysis	reanalysis of the a.sg. (with irregularity)	0	bʰer	1		adverb							must have happened before the accusative ending became em
493	Germanic	?	burdi-	β u r ð i	0	499	analogy	analogy: 502	0	bʰer	1		substantive			feminine				
494	Germanic	?	burdiz	β u r ð i z	0	493	inflection	n.sg.	84	bʰer	0	β u r ð i z	substantive		n.sg.	feminine				
495	Old High German	Geburt, Gestalt	burt-	b u r t	0	493	inheritance	inheritance	0	bʰer	1		substantive			feminine				
496	Old High German	Geburt, Gestalt	burt	b u r t	1	495	inflection	n.sg.	84	bʰer	0	b u r t - -	substantive		n.sg.	feminine				
497	Old High German	Herkunft, Geschlecht	gi-burt-	g i b u r t	0	495	prefixation	prefix: g i	0	bʰer	1		substantive	i		feminine				
498	Old High German	Herkunft, Geschlecht	gi-burt	g i b u r t	1	497	inflection	n.sg.	0	bʰer	0	g i b u r t	substantive	i	n.sg.	feminine				
499	Germanic	?	-burþi-	β u r θ i	0	478	inheritance	inheritance	0	bʰer	1		substantive	i		feminine				
500	Germanic	?	-burþiz	β u r θ i z	0	499	inflection	n.sg.	82	bʰer	0	β u r θ i z	substantive	i	n.sg.	feminine				
501	Indo-European	?	bʰr̩téi̯s	bʱ ɾ̩ t ‘ɛi̯ s	0	478	inflection	g.sg.	83	bʰer	0	bʱ - ɾ̩ t ‘ɛi̯ s	substantive		g.sg.	feminine				
502	Germanic	?	burdes	β u r ð ɛ s	0	499	inflection	g.sg.	83	bʰer	0	β u r ð ɛ s	substantive		g.sg.	feminine				
503	Vedic	Unterhalt, Pflege	bhr̩téḥ	bʱ r̩ t ɛː h	0	903	inflection	g.sg.	83	bʰer	0	bʱ - r̩ t ɛː h	substantive		g.sg.	feminine				
504	Vedic	Unterhalt, Pflege	bhŕ̩tiḥ	bʱ ‘r̩ t i h	0	903	inflection	n.sg.	82	bʰer	0	bʱ - ‘r̩ t i h	substantive		n.sg.	feminine				
505	Indo-European	?	bʰr̩-tu-	bʱ ɾ̩ t u	0	361	derivation	zero-grade, suffix: t u	0	bʰer	1									
506	Indo-European	?	bʰr̩tus	bʱ ɾ̩ t u s	0	505	inflection	n.sg.	85	bʰer	0	bʱ - ɾ̩ t u s			n.sg.					
507	Latin	?	fortu-	f ɔ ɾ t ʊ	0	505	inheritance	inheritance	0	bʰer	1									
508	Latin	?	fortus	f ɔ ɾ t ʊ s	0	507	inflection	n.sg.	85	bʰer	0	f ɔ ɾ t ʊ s			n.sg.					
509	Latin	Zufall, Geschick, Glück, Unglück (Göttername)	Fortūna-	f ɔ ɾ t uː n a	0	507	derivation	lengthening suffix: n a	0	bʰer	1		substantive					[	[	
510	Latin	Zufall, Geschick, Glück, Unglück (Göttername)	Fortūna	f ɔ ɾ t uː n a	1	509	inflection	n.sg.	0	bʰer	0	f ɔ ɾ t uː n a	substantive		n.sg.			[	[	
511	Indo-European	?	bʰér-tu-	bʱ ˈɛ ɾ t u	0	361	suffixation	suffix: t u	0	bʰer	1		substantive							
512	Indo-European	?	bʰértum	bʱ ˈɛ ɾ t u m	0	923	inflection	n.sg.	148	bʰer	0	bʱ ˈɛ ɾ t u m	substantive		n.sg.	neuter				
513	Indo-European	?	bʰértus	bʱ ˈɛ ɾ t u s	0	511	inflection	n.sg.	86	bʰer	0	bʱ ˈɛ ɾ t - u s	substantive		n.sg.					
514	Vedic	?	bhartum	bʱ ɐ ɾ t u m	0	947	inflection	infinitive	0	bʰer	0	bʱ ɐ ɾ t u m	infinitive		n.sg.	neuter				
515	Vedic	?	bhŕ̩-	bʱ ˈr̩	0				0	bʰer	1		verb							
516	Vedic	?	bhártave	bʱ ˈɐ ɾ t ɐ w ɛː	1	947	inflection	infinitive d.sg.	0	bʰer	0	bʱ ˈɐ ɾ t ɐ w ɛː	infinitive		d.sg.	neuter				
517	Vedic	?	prábhartu-	p ɾ ˈɐ bʱ ɐ ɾ t u	0	947	prefixation	prefix: p ɾ ˈɐ	0	bʰer	1		verb							
518	Vedic	?	prábhartum	p ɾ ˈɐ bʱ ɐ ɾ t u m	1	517	inflection	infinitive	0	bʰer	0	p ɾ ˈɐ bʱ ɐ ɾ t u m	infinitive		n.sg.	neuter				
519	Greek	ἆθλος, Θούριοι	φέρτρυ-	pʰ ˈɛ ɾ t ɾ ʏ	0	511	inheritance	inheritance	0	bʰer	1		substantive				?		?	
520	Greek	ἆθλος, Θούριοι	φέρτρυς	pʰ ˈɛ ɾ t ɾ ʏ s	1	519	inflection	n.sg.	86	bʰer	0	pʰ ˈɛ ɾ t ɾ ʏ s	substantive		n.sg.		?		?	
521	Indo-European	?	bʰer-es-	bʱ ɛ ɾ ɛ s	0	361	suffixation	suffix: ɛ s	0	bʰer	1					neuter				
522	Indo-European	?	bʰeres	bʱ ɛ ɾ ɛ s	0	521	inflection	n.sg.	87	bʰer	0	bʱ ɛ ɾ ɛ s			n.sg.	neuter				
523	Vedic	Pflege, Bewahrung	-bháras-	bʱ ˈɐ ɾ ɐ s	0	521	inheritance	inheritance	0	bʰer	1					neuter				
524	Vedic	Pflege, Bewahrung	-bháraḥ	bʱ ˈɐ ɾ ɐ h	0	523	inflection	n.sg.	87	bʰer	0	bʱ ˈɐ ɾ ɐ h			n.sg.	neuter				
525	Vedic	?	sá-bháras-	s ˈɐ bʱ ˈɐ ɾ ɐ s	0	523	prefixation	prefix: s ˈɐ	0	bʰer	1		adjective							
526	Vedic	?	sá-bháraḥ	s ˈɐ bʱ ˈɐ ɾ ɐ h	1	525	inflection	n.sg.masculine	0	bʰer	0	s ˈɐ bʱ ˈɐ ɾ ɐ h	adjective		n.sg.	neuter				
527	Vedic	?	viśvá-bháras-	w i ɕ w ˈɐ bʱ ˈɐ ɾ ɐ s	0	523	compound	compound2 with 0 w i ɕ w ˈɐ	0	bʰer	1		adjective							
528	Vedic	?	viśvá-bháraḥ	w i ɕ w ˈɐ bʱ ˈɐ ɾ ɐ h	1	527	inflection	n.sg.masculine	0	bʰer	0	w i ɕ w ˈɐ bʱ ˈɐ ɾ ɐ h	adjective		n.sg.	neuter				
529	Indo-European	?	bʰeresei	bʱ ɛ ɾ ɛ s ɛi̯	0	521	inflection	d.sg.	88	bʰer	0	bʱ ɛ ɾ ɛ s ɛi̯			d.sg.					
530	Vedic	?	bhárase	bʱ ˈɐ ɾ ɐ s ɛː	1	950	inflection	infinitive d.sg.	0	bʰer	0	bʱ ˈɐ ɾ ɐ s ɛː	infinitive		d.sg.	neuter				
531	Greek	?	-φερέσ-	pʰ ɛ ɾ ˈɛ s	0	521	inheritance	inheritance	0	bʰer	1									
532	Greek	?	φερής	pʰ ɛ ɾ ˈɛː s	0	531	inflection	n.sg.	87	bʰer	0	pʰ ɛ ɾ ˈɛː s			n.sg.					
533	Greek	hervorragend	προφερέσ-	p ɾ ɔ pʰ ɛ ɾ ˈɛ s	0	531	prefixation	prefix: p ɾ ɔ	0	bʰer	1		adjective							
534	Greek	hervorragend	προφερής	p ɾ ɔ pʰ ɛ ɾ ˈɛː s	0	533	inflection	n.sg.masculine	0	bʰer	0	p ɾ ɔ pʰ ɛ ɾ ˈɛː s	adjective		n.sg.	masculine				
535	Indo-European	?	bʰer-nes-	bʱ ɛ ɾ n ɛ s	0	361	suffixation	suffix: n ɛ s	0	bʰer	1									
536	Indo-European	?	bʰor-nes-	bʱ ɔ ɾ n ɛ s	0	361	derivation	o-grade, suffix: n ɛ s	0	bʰer	1									
537	Indo-European	?	bʰernes	bʱ ɛ ɾ n ɛ s	0	535	inflection	n.sg.	89	bʰer	0	bʱ ɛ ɾ n ɛ s			n.sg.					
538	Indo-European	?	bʰornes	bʱ ɔ ɾ n ɛ s	0	536	inflection	n.sg.	89	bʰer	0	bʱ ɔ ɾ n ɛ s			n.sg.					
539	Vedic	Darbringung, Dargebrachtes	-bharn̩as-	bʱ ɐ ɾ ɳ ɐ s	0	536	inheritance	inheritance	0	bʰer	1									
540	Vedic	Darbringung, Dargebrachtes	-bharn̩aḥ	bʱ ɐ ɾ ɳ ɐ h	0	539	inflection	n.sg.	89	bʰer	0	bʱ ɐ ɾ ɳ ɐ h			n.sg.					
541	Vedic	?	sahásra-bharn̩as-	s ɐ ɦ ˈɐ s ɾ ɐ bʱ ɐ ɾ ɳ ɐ s	0	539	compound	compound2 with 0 s ɐ ɦ ˈɐ s ɾ ɐ	0	bʰer	1		adjective							
542	Vedic	?	sahásra-bharn̩aḥ	s ɐ ɦ ˈɐ s ɾ ɐ bʱ ɐ ɾ ɳ ɐ h	1	541	inflection	n.sg.masculine	0	bʰer	0	s ɐ ɦ ˈɐ s ɾ ɐ bʱ ɐ ɾ ɳ ɐ h	adjective		n.sg.	masculine				
543	Indo-European	?	bʰer-isth₂o-	bʱ ɛ ɾ i s t χ ɔ	0	361	suffixation	suffix: i s t χ ɔ	0	bʰer	1		adjective							
544	Indo-European	?	bʰeristh₂os	bʱ ɛ ɾ i s t χ ɔ s	0	543	inflection	n.sg.masculine	90	bʰer	0	bʱ ɛ ɾ i s t χ ɔ s	adjective		n.sg.	masculine				
545	Greek	vorzüglichst, best	φέριστο-	pʰ ˈɛ ɾ ɪ s t ɔ	0	543	inheritance	inheritance	0	bʰer	1		adjective							
546	Greek	vorzüglichst, best	φέριστος	pʰ ˈɛ ɾ ɪ s t ɔ s	1	545	inflection	n.sg.masculine	90	bʰer	0	pʰ ˈɛ ɾ ɪ s t - ɔ s	adjective		n.sg.	masculine				
547	Indo-European	?	bʰer-et-	bʱ ɛ ɾ ɛ t	0	361	suffixation	suffix: ɛ t	0	bʰer	1		substantive			masculine				
548	Indo-European	?	bʰerets	bʱ ɛ ɾ ɛ t s	0	547	inflection	n.sg.	91	bʰer	0	bʱ ɛ ɾ ɛ t s	substantive		n.sg.	masculine				
549	Germanic	?	beriþa-	β ɛ r i θ a	0	577	derivation	inflection class change	0	bʰer	1		substantive			masculine	?	[	?[	
550	Germanic	?	beriþaz	β ɛ r i θ a z	0	549	inflection	n.sg.	92	bʰer	0	β ɛ r i θ a z	substantive		n.sg.	masculine	?	[	?[	
551	Old High German	Mutterschoß	birid-	b i r i d	0	549	inheritance	inheritance	0	bʰer	1		substantive			masculine	?	[	?[	
552	Old High German	Mutterschoß	birid	b i r i d	1	551	inflection	n.sg.	92	bʰer	0	b i r i d - -	substantive		n.sg.	masculine	?	[	?[	
553	Indo-European	?	bʰer-o-	bʱ ɛ ɾ ɔ	0	361	suffixation	suffix: ɔ	0	bʰer	1									
554	Indo-European	?	bʰeros	bʱ ɛ ɾ ɔ s	0	553	inflection	n.sg.	93	bʰer	0	bʱ ɛ ɾ ɔ s			n.sg.	masculine				
555	Germanic	?	-bera-	β ɛ r a	0	553	inheritance	inheritance	0	bʰer	1									
556	Germanic	?	beraz	β ɛ r a z	0	555	inflection	n.sg.	93	bʰer	0	β ɛ r a z			n.sg.	masculine				
557	Old High German	?	-ber-	b e r	0	555	inheritance	inheritance	0	bʰer	1									
558	Old High German	?	-ber	b e r	0	557	inflection	n.sg.	93	bʰer	0	b e r - -			n.sg.	masculine				
559	Old High German	gebährend	kindber-	k i n d b e r a	0	557	compound	compound2 with 0 k i n d	0	bʰer	1		adjective							
560	Old High German	gebährend	kindbera	k i n d b e r a	1	559	inflection	weak-n.sg.feminine	0	bʰer	0	k i n d b e r a	adjective		n.sg.	feminine				
561	Old High German	nicht tragend, unfruchtbar	unber-	u n b e r	0	557	prefixation	prefix: u n	0	bʰer	1		adjective							
562	Old High German	nicht tragend, unfruchtbar	unbera	u n b e r a	1	561	inflection	weak-n.sg.feminine	0	bʰer	0	u n b e r a	adjective		n.sg.	feminine				
563	Old High German	nicht tragend, unfruchtbar	umber-	u m b e r	0	557	prefixation	prefix: u m	0	bʰer	1		adjective							
564	Old High German	nicht tragend, unfruchtbar	umbera	u m b e r a	1	563	inflection	weak-n.sg.feminine	0	bʰer	0	u m b e r a	adjective		n.sg.	feminine				
565	Indo-European	?	bʰēr-ah₂-	bʱ ɛː ɾ a χ	0	361	derivation	lengthened grade, suffix: a χ	0	bʰer	1		substantive			feminine				
566	Indo-European	?	bʰērah₂	bʱ ɛː ɾ a χ	0	565	inflection	n.sg.	94	bʰer	0	bʱ ɛː ɾ a χ	substantive		n.sg.	feminine				
567	Germanic	(Toten)bahre, Sänfte	bǣrō-	β ɛː r ɔː	0	565	inheritance	inheritance	0	bʰer	1		substantive			feminine				
568	Germanic	(Toten)bahre, Sänfte	bǣrō	β ɛː r ɔː	0	567	inflection	n.sg.	94	bʰer	0	β ɛː r ɔː -	substantive		n.sg.	feminine				
569	Old High German	(Toten)bahre, Sänfte	bāra-	b aː r a	0	567	inheritance	inheritance	0	bʰer	1		substantive			feminine				
570	Old High German	(Toten)bahre, Sänfte	bāra	b aː r a	1	569	inflection	n.sg.	94	bʰer	0	b aː r a -	substantive		n.sg.	feminine				
571	Indo-European	?	bʰór-o-	bʱ ˈɔ ɾ ɔ	0	361	derivation	o-grade, suffix: ɔ	0	bʰer	1		substantive			masculine				
572	Indo-European	?	bʰóros	bʱ ˈɔ ɾ ɔ s	0	571	inflection	n.sg.	95	bʰer	0	bʱ ˈɔ ɾ ɔ s	substantive		n.sg.	masculine				
573	Vedic	Bürde, Last	bhārá-	bʱ aː ɾ ˈɐ	0	581	analogy	analogy: 584	0	bʰer	1		substantive			masculine		[	[	
574	Vedic	Bürde, Last	bhāráḥ	bʱ aː ɾ ˈɐ h	1	573	inflection	n.sg.	0	bʰer	0	bʱ aː ɾ ˈɐ h	substantive		n.sg.	masculine		[	[	
575	Vedic	Zusammentragen, Sammeln	saṃbhārá-	s ɐ N bʱ aː ɾ ˈɐ	0	573	prefixation	prefix: s ɐ N	0	bʰer	1		substantive			masculine		[	[	
576	Vedic	Zusammentragen, Sammeln	saṃbhāráḥ	s ɐ N bʱ aː ɾ ˈɐ h	1	575	inflection	n.sg.	0	bʰer	0	s ɐ N bʱ aː ɾ ˈɐ h	substantive		n.sg.	masculine		[	[	
577	Germanic	?	beriþ-	β ɛ r i θ	0	547	inheritance	inheritance	0	bʰer	1		substantive			masculine	?	[	?[	
578	Germanic	?	beriþz	β ɛ r i θ z	0	577	inflection	n.sg.	91	bʰer	0	β ɛ r i θ z	substantive		n.sg.	masculine	?	[	?[	
579	Vedic	Erlangen, Wegtragen, Gewinn, Beute	bhára-	bʱ ˈɐ ɾ ɐ	0	581	analogy	analogy: 589	0	bʰer	1		substantive			masculine				
580	Vedic	Erlangen, Wegtragen, Gewinn, Beute	bháraḥ	bʱ ˈɐ ɾ ɐ h	1	579	inflection	n.sg.	0	bʰer	0	bʱ ˈɐ ɾ ɐ h	substantive		n.sg.	masculine				
581	Vedic	Bürde, Last	bhā́ra-	bʱ ˈaː ɾ ɐ	0	571	inheritance	inheritance	0	bʰer	1		substantive			masculine		[	[	
582	Vedic	Bürde, Last	bhā́raḥ	bʱ ˈaː ɾ ɐ h	0	581	inflection	n.sg.	95	bʰer	0	bʱ ˈaː ɾ ɐ h	substantive		n.sg.	masculine		[	[	
583	Indo-European	?	bʰorósi̯o	bʱ ɔ ɾ ˈɔ s y ɔ	0	571	inflection	g.sg.	96	bʰer	0	bʱ ɔ ɾ ˈɔ s y ɔ	substantive		g.sg.	masculine				
584	Vedic	Bürde, Last	bhārásya	bʱ aː ɾ ˈɐ s y ɐ	0	581	inflection	g.sg.	96	bʰer	0	bʱ aː ɾ ˈɐ s y ɐ	substantive		g.sg.	masculine		[	[	
585	Greek	Beitrag, Steuer	φόρο-	pʰ ˈɔ ɾ ɔ	0	571	inheritance	inheritance	0	bʰer	1		substantive			masculine				
586	Greek	Beitrag, Steuer	φόρος	pʰ ˈɔ ɾ ɔ s	1	585	inflection	n.sg.	95	bʰer	0	pʰ ˈɔ ɾ ɔ s	substantive		n.sg.	masculine				
587	Indo-European	?	bʰor-ó-	bʱ ɔ ɾ ˈɔ	0	361	derivation	o-grade, suffix: ˈɔ	0	bʰer	1		adjective							
588	Indo-European	?	bʰorós	bʱ ɔ ɾ ˈɔ s	0	587	inflection	n.sg.masculine	97	bʰer	0	bʱ ɔ ɾ ˈɔ s	adjective		n.sg.	masculine				
589	Vedic	bringend	-bhará-	bʱ ɐ ɾ ˈɐ	0	587	inheritance	inheritance	0	bʰer	1		adjective							
590	Vedic	bringend	-bharáḥ	bʱ ɐ ɾ ˈɐ h	0	589	inflection	n.sg.masculine	97	bʰer	0	bʱ ɐ ɾ ˈɐ h	adjective		n.sg.	masculine				
591	Vedic	Gedeihen	puṣṭim-bhará-	p u ʂ ʈ i m bʱ ɐ ɾ ˈɐ	0	589	compound	compound2 with 0 p u ʂ ʈ i m	0	bʰer	1		substantive							
592	Vedic	Gedeihen	puṣṭim-bharáḥ	p u ʂ ʈ i m bʱ ɐ ɾ ˈɐ h	1	591	inflection	n.sg.	0	bʰer	0	p u ʂ ʈ i m bʱ ɐ ɾ ˈɐ h	substantive		n.sg.	masculine				
593	Greek	vorwärtsbringend, strebend nach, tragend	φορό-	pʰ ɔ ɾ ˈɔ	0	587	inheritance	inheritance	0	bʰer	1		adjective							
594	Greek	vorwärtsbringend, strebend nach, tragend	φορός	pʰ ɔ ɾ ˈɔ s	1	593	inflection	n.sg.masculine	97	bʰer	0	pʰ ɔ ɾ ˈɔ s	adjective		n.sg.	masculine				
597	Greek	Weizen tragend	πῡρο-φόρο-	p yː ɾ ɔ pʰ ˈɔ ɾ ɔ	0	593	compound	compound2 with 0 p yː ɾ ɔ	0	bʰer	1		adjective							
598	Greek	Weizen tragend	πῡροφόρος	p yː ɾ ɔ pʰ ˈɔ ɾ ɔ s	1	597	inflection	n.sg.masculine	0	bʰer	0	p yː ɾ ɔ pʰ ˈɔ ɾ ɔ s	adjective		n.sg.	masculine				
599	Greek	Weizen tragend	πῡρη-φόρο-	p yː ɾ ɛː pʰ ˈɔ ɾ ɔ	0	593	compound	compound2 with 0 p yː ɾ ɛː	0	bʰer	1		adjective							
600	Greek	Weizen tragend	πῡρηφόρος	p yː ɾ ɛː pʰ ˈɔ ɾ ɔ s	1	599	inflection	n.sg.masculine	0	bʰer	0	p yː ɾ ɛː pʰ ˈɔ ɾ ɔ s	adjective		n.sg.	masculine				
601	Latin	tragend, Träger	-fer-	f ɛ ɾ	0	587	inheritance	inheritance	0	bʰer	1		adjective							
602	Latin	tragend, Träger	-fer	f ɛ ɾ	0	601	inflection	n.sg.masculine	97	bʰer	0	f ɛ ɾ - -	adjective		n.sg.	masculine				
603	Latin	einer, der mit der furca bestraft wird, Halunke	furci-fer-	f ʊ ɾ k ɪ f ɛ ɾ	0	601	compound	compound2 with 0 f ʊ ɾ k ɪ	0	bʰer	1		substantive			masculine				
604	Latin	einer, der mit der furca bestraft wird, Halunke	furci-fer	f ʊ ɾ k ɪ f ɛ ɾ	1	603	inflection	n.sg.	0	bʰer	0	f ʊ ɾ k ɪ f ɛ ɾ	substantive		n.sg.	masculine				
605	Latin	Ertrag bringend	frūgi-fer-	f ɾ uː g ɪ f ɛ ɾ	0	601	compound	compound2 with 0 f ɾ uː g ɪ	0	bʰer	1		adjective							
606	Latin	Ertrag bringend	frūgi-fer	f ɾ uː g ɪ f ɛ ɾ	1	605	inflection	n.sg.masculine	0	bʰer	0	f ɾ uː g ɪ f ɛ ɾ	adjective		n.sg.	masculine				
607	Germanic	?	-bara-	β a r a	0	587	inheritance	inheritance	0	bʰer	1									
608	Germanic	?	baraz	β a r a z	0	607	inflection	n.sg.	97	bʰer	0	β a r a z			n.sg.	masculine				
609	Old High German	?	bar-	b a r	0	607	inheritance	inheritance	0	bʰer	1					neuter				
610	Old High German	?	bar	b a r	0	609	inflection	n.sg.	97	bʰer	0	b a r - -			n.sg.	neuter				
611	Old High German	Zuber, Amphore, Krug	zwi-bar-	ts w i b a r	0	609	compound	compound2 with 0 ts w i	0	bʰer	1		substantive			neuter				
612	Old High German	Zuber, Amphore, Krug	zwi-bar	ts w i b a r	1	611	inflection	n.sg.	0	bʰer	0	ts w i b a r	substantive		n.sg.	neuter				
613	Indo-European	?	bʰor-ah₂-	bʱ ɔ ɾ a χ	0	361	derivation	o-grade, suffix: a χ	0	bʰer	1		substantive			feminine				
614	Indo-European	?	bʰorah₂	bʱ ɔ ɾ a χ	0	613	inflection	n.sg.	98	bʰer	0	bʱ ɔ ɾ a χ	substantive		n.sg.	feminine				
615	Greek	Tragen, Last, Abgabe, Ertrag usw.	φορά-	pʰ ɔ ɾ ˈa	0	613	inheritance	inheritance	0	bʰer	1		substantive			feminine				
616	Greek	Tragen, Last, Abgabe, Ertrag usw.	φορά	pʰ ɔ ɾ ˈa	1	615	inflection	n.sg.	98	bʰer	0	pʰ ɔ ɾ ˈa -	substantive		n.sg.	feminine				
618	Germanic	?	barō-	β a r ɔː	0	613	inheritance	inheritance	0	bʰer	1		substantive			feminine				
619	Germanic	?	barō	β a r ɔː	0	618	inflection	n.sg.	98	bʰer	0	β a r ɔː -	substantive		n.sg.	feminine				
620	Indo-European	?	bʰor-mó-	bʱ ɔ ɾ m ˈɔ	0	361	derivation	o-grade, suffix: m ˈɔ	0	bʰer	1		substantive			masculine				
621	Indo-European	?	bʰormós	bʱ ɔ ɾ m ˈɔ s	0	620	inflection	n.sg.	99	bʰer	0	bʱ ɔ ɾ m ˈɔ s	substantive		n.sg.	masculine				
622	Greek	Tragekorb, Matte, Sieb	φορμό-	pʰ ɔ ɾ m ˈɔ	0	620	inheritance	inheritance	0	bʰer	1		substantive			masculine				
623	Greek	Tragekorb, Matte, Sieb	φορμός	pʰ ɔ ɾ m ˈɔ s	1	622	inflection	n.sg.	99	bʰer	0	pʰ ɔ ɾ m ˈɔ s	substantive		n.sg.	masculine				
624	Germanic	Schoß, Busen	barma-	β a r m a	0	620	inheritance	inheritance	0	bʰer	1		substantive			masculine				
625	Germanic	Schoß, Busen	barmaz	β a r m a z	0	624	inflection	n.sg.	99	bʰer	0	β a r m a z	substantive		n.sg.	masculine				
626	Old High German	Schoß, Busen	barm-	b a r m	0	624	inheritance	inheritance	0	bʰer	1		substantive			masculine				
627	Old High German	Schoß, Busen	barm	b a r m	1	626	inflection	n.sg.	99	bʰer	0	b a r m - -	substantive		n.sg.	masculine				
628	Indo-European	?	-bʰr̩-no-	bʱ ɾ̩ n ɔ	0	361	derivation	zero-grade, suffix: n ɔ	0	bʰer	1									
629	Indo-European	?	-bʰr̩nos	bʱ ɾ̩ n ɔ s	0	628	inflection	n.sg.	100	bʰer	0	bʱ ɾ̩ n ɔ s			n.sg.					
630	Vedic	?	bhr̩n̩á-	bʱ r̩ ɳ ˈɐ	0	628	inheritance	inheritance	0	bʰer	1						?		?	
631	Vedic	?	bhr̩n̩áḥ	bʱ r̩ ɳ ˈɐ h	0	630	inflection	n.sg.	100	bʰer	0	bʱ r̩ ɳ ˈɐ h			n.sg.		?		?	
632	Vedic	Soma-Kufe	ambhr̩n̩á-	ɐ m bʱ r̩ ɳ ˈɐ	0	630	prefixation	prefix: ɐ m	0	bʰer	1		substantive			masculine	?		?	
633	Vedic	Soma-Kufe	ambhr̩n̩áḥ	ɐ m bʱ r̩ ɳ ˈɐ h	1	632	inflection	n.sg.	0	bʰer	0	ɐ m bʱ r̩ ɳ ˈɐ h	substantive		n.sg.	masculine	?		?	
634	Indo-European	?	-bʰr̩-nah₂-	bʱ ɾ̩ n a χ	0	361	derivation	zero-grade, suffix: a χ	0	bʰer	1		substantive			feminine				
635	Indo-European	?	-bʰr̩nah₂	bʱ ɾ̩ n a χ	0	634	inflection	n.sg.	101	bʰer	0	bʱ - ɾ̩ n a χ	substantive		n.sg.	feminine				
637	Attic	Mitgift	φερνή-	pʰ ɛ ɾ n ˈɛː	0	634	inheritance	inheritance	0	bʰer	1		substantive			feminine				
638	Attic	Mitgift	φερνή	pʰ ɛ ɾ n ˈɛː	1	637	inflection	n.sg.	101	bʰer	0	pʰ ɛ ɾ n ˈɛː -	substantive		n.sg.	feminine				
640	Indo-European	?	bʰor-no-	bʱ ɔ ɾ n ɔ	0	361	derivation	o-grade, suffix: n ɔ	0	bʰer	1		substantive			neuter				
641	Indo-European	?	bʰornom	bʱ ɔ ɾ n ɔ m	0	640	inflection	n.sg.	102	bʰer	0	bʱ ɔ ɾ n ɔ m	substantive		n.sg.	neuter				
642	Germanic	Kind, Sohn	barna-	β a r n a	0	640	inheritance	inheritance	0	bʰer	1		substantive			neuter				
643	Germanic	Kind, Sohn	barnan	β a r n a n	0	642	inflection	n.sg.	102	bʰer	0	β a r n a n	substantive		n.sg.	neuter				
644	Old High German	Kind, Sohn	barn-	b a r n	0	642	inheritance	inheritance	0	bʰer	1		substantive			neuter				
645	Old High German	Kind, Sohn	barn	b a r n	1	644	inflection	n.sg.	102	bʰer	0	b a r n - -	substantive		n.sg.	neuter				
646	Indo-European	?	bʰēr-i̯o-	bʱ ɛː ɾ j ɔ	0	361	derivation	lengthened grade, suffix: j ɔ	0	bʰer	1		adjective							
647	Indo-European	?	bʰēri̯os	bʱ ɛː ɾ j ɔ s	0	646	inflection	n.sg.masculine	103	bʰer	0	bʱ ɛː ɾ j ɔ s	adjective		n.sg.	masculine				
648	Vedic	zu erhalten	-bhārya-	bʱ aː ɾ j ɐ	0	646	inheritance	inheritance	0	bʰer	1		adjective							
649	Vedic	zu erhalten	-bhāryaḥ	bʱ aː ɾ j ɐ h	1	648	inflection	n.sg.masculine	103	bʰer	0	bʱ aː ɾ j ɐ h	adjective		n.sg.	masculine				
650	Germanic	?	bǣri-	β ɛː r i	0	646	inheritance	inheritance	0	bʰer	1		adjective					[	[	
651	Germanic	?	bǣriz	β ɛː r i z	0	650	inflection	n.sg.masculine	103	bʰer	0	β ɛː r i - z	adjective		n.sg.	masculine		[	[	
652	Old High German	?	-bāri-	b aː r i	0	650	inheritance	inheritance	0	bʰer	1		adjective					[	[	
653	Old High German	?	-bāri	b aː r i	0	652	inflection	n.sg.	103	bʰer	0	b aː r i - -	adjective		n.sg.	masculine		[	[	
654	Old High German	undankbar	unthanc-bāri-	u n t a n k b aː r i	0	652	compound	compound2 with 0 u n t a n k	0	bʰer	1		adjective					[	[	
655	Old High German	undankbar	unthanc-bāri	u n t a n k b aː r i	1	654	inflection	n.sg.masculine	0	bʰer	0	u n t a n k b aː r i	adjective		n.sg.	masculine		[	[	
656	Indo-European	?	bʰēri̯om	bʱ ɛː ɾ j ɔ m	0	922	inflection	n.sg.	104	bʰer	0	bʱ ɛː ɾ j ɔ m	substantive		n.sg.	neuter				
